id,orig_CF_logic,orig_issue_wrong,lex_CF_logic,lex_issue_wrong,syn_CF_logic,syn_issue_wrong,ctx_CF_logic,ctx_issue_wrong,CF_logic_mean
1,0.86553946003,OK,3.70178301518,OK,2.06753200517,OK,5.9004653330100005,OK,3.1338299533475
2,0.28865839297999996,OK,0.35291275671,OK,1.662315688,OK,0.02113594775,OK,0.58125569636
3,0.06215893955,OK,0.33483697083,OK,0.38029613425,OK,1.805931761676,OK,0.6458059515765
4,0.005616575590000001,OK,0.03538225586,OK,4.246178299275,OK,0.34579217543,OK,1.1582423265387498
5,0.22754312438,OK,0.5786010042199999,OK,0.06510549717400001,OK,0.18652929685300002,OK,0.26444473065675
6,0.004936113853,OK,4.537019976715,OK,3.64135790138,OK,0.546425598218,OK,2.1824348975415004
8,1.4423774656000001,OK,0.125529455353,OK,1.27862673469,OK,1.0002168277799999,OK,0.9616876208557501
9,0.019632381445000003,OK,0.0089106754,OK,1.573759260704,OK,0.13809081967,OK,0.43509828430475
10,0.3124003328,OK,2.61105405204,OK,0.4672985388,OK,2.5826970824399997,OK,1.49336250152
11,1.55040789407,OK,0.7199286954899999,OK,2.3395927946,OK,0.40198357237000004,OK,1.2529782391325
12,-8.591653999999999e-05,OK,6.83466363157,OK,0.15044910305800002,OK,0.234873038943,OK,1.8049749642577502
13,0.010269088539999999,OK,0.03516326887,OK,0.052829612162,OK,0.029013420198,OK,0.0318188474425
14,0.0123986827,OK,2.8927221258549998,OK,10.86665744064,OK,0.2955617115,OK,3.5168349901737495
15,0.8456692489,OK,7.0030173623,OK,1.08308379776,OK,0.32130673242,OK,2.313269285345
16,1.7900761144400001,OK,1.59454140165,OK,4.12268938041,OK,0.6807739627,OK,2.0470202148
17,6.32315321834,OK,5.8206621056,OK,10.042620424688002,OK,0.0009406475499999999,OK,5.5468440990445
18,0.0114391467,OK,0.01266344887,OK,0.00513754567,OK,0.09804494612,OK,0.03182127184
19,7.161008722209999,OK,0.86890885446,OK,0.00251593356,OK,0.15898572416999998,OK,2.0478548086
20,0.09663915465,OK,0.0479437641,OK,0.43060952141000003,OK,9.180990954764999,OK,2.43904584873125
21,0.61529436532,OK,2.488184459863,OK,0.033698293500000004,OK,0.04011306926,OK,0.79432254698575
22,2.42549970953,OK,1.90736310254,OK,1.91629924802,OK,0.486904439137,OK,1.68401662480675
23,1.1836417986,OK,0.02063858893,OK,0.6343806196199999,OK,0.002659621228,OK,0.4603301570945
24,0.18000025944,OK,0.05326697854,OK,0.10295630639,OK,0.0277290206,OK,0.0909881412425
25,3.28327633473,OK,0.017591700994,OK,0.02608046843,OK,0.1918793935,OK,0.8797069744135
26,1.17272494839,OK,0.143023305774,OK,0.11636461196,OK,1.0980433975200001,OK,0.632539065911
27,0.02535100664,OK,0.00105780346,OK,5.485539679554,OK,3.62576532705,OK,2.284428454176
28,0.37213015507999997,OK,0.0053032643,OK,0.10999772322,OK,1.38643054125,OK,0.4684654209625
29,0.02428662642,OK,0.21082539544999998,OK,0.382534684216,OK,2.9667021421,OK,0.8960872120465
30,6.54784750526,OK,1.025881968,OK,7.0500939709,OK,0.12449051832000001,OK,3.68707849062
31,7.639202999999998e-05,OK,0.41183781599999997,OK,0.85948328645,OK,2.8473602038,OK,1.02968942457
32,1.21770348211,OK,0.175590998235,OK,0.004121753088,OK,0.00622913311,OK,0.35091134163574994
33,0.08927800282000001,OK,1.40280242533,OK,1.8948530840600002,OK,0.9394639784900001,OK,1.081599372675
34,0.94010374892,OK,1.458863167964,OK,0.22064502902,OK,0.041118684869,OK,0.66518265769325
35,0.61782828882,OK,0.00741114024,OK,0.02057134478,OK,1.83817475671,OK,0.6209963826375
37,3.0554718193,OK,0.0475213183,OK,3.386580869,OK,0.0793739711,OK,1.642236994425
38,0.72950757495,OK,4.67333882394,OK,0.42660901619999997,OK,0.7911688101000001,OK,1.6551560562975
39,0.23897882825,OK,0.022481744749999998,OK,0.14059836388,OK,0.37879568667,OK,0.1952136558875
40,0.98376205717,OK,0.06664679498,OK,5.532643278689999,OK,2.0465404923899997,OK,2.1573981558074995
41,4.060648358900001,OK,0.204827655636,OK,0.043358563994,OK,0.021284552329999998,OK,1.0825297827150002
42,1.0246519029999999,OK,1.25464251557,OK,0.031232048195999996,OK,0.46367524395,OK,0.693550427679
43,0.05997927978,OK,8.606077067120001,OK,0.6054992642660001,OK,2.5735407542,OK,2.9612740913415
44,0.025559234355000002,OK,0.10437014253,OK,0.048233401710000005,OK,1.48154602654,OK,0.41492720128375
45,1.441306553,OK,0.1124795626,OK,0.02030285,OK,0.00250212945,OK,0.3941477737625
46,2.48587769972,OK,3.449246619335,OK,3.63402120572,OK,6.70035009223,OK,4.06737390425125
48,3.2657385911200003,OK,0.46190457592,OK,3.5870300833,OK,0.15610755255,OK,1.8676952007225
49,4.97788827465,OK,0.23152950732,OK,1.9041861251499999,OK,1.2455706285069998,OK,2.08979363390675
50,1.159330631468,OK,0.79183940456,OK,5.832544836399999,OK,1.5825434251,OK,2.3415645743819997
52,-1.3741861,OK,-0.154993572,OK,-0.43509085000000003,OK,0.058397956,OK,-0.4764681415
53,0.449662577,OK,0.10955868789999999,OK,0.0139772242,OK,0.19437281212000002,OK,0.19189282530500001
54,0.07592516024,OK,0.438610341385,OK,0.2917994873,OK,0.07261834663,OK,0.21973833388875
55,7.859622200795999,OK,0.017653619385,OK,7.9777422089,OK,1.14552117805,OK,4.25013480178275
56,2.5719585324,OK,1.4291698411,OK,1.10902355434,OK,0.1451949717,OK,1.313836724885
57,1.96572433829,OK,2.20998069497,OK,1.6229084178,OK,0.2390889027,OK,1.5094255884399999
58,0.43737274597000003,OK,0.48530358060199996,OK,0.026871703,OK,0.7810881776399999,OK,0.43265905180299996
59,0.08815050307000001,OK,0.25695038565,OK,0.0060303162,OK,0.1588355474,OK,0.12749168808
60,0.401171283475,OK,0.15542226143,OK,2.80938348736,OK,3.99656996676,OK,1.84063674975625
62,2.8275258642,OK,2.87256222624,OK,1.17777344093,OK,0.40532688454,OK,1.8207971039775
64,2.1896168763499997,OK,0.047910929569999997,OK,3.74717644755,OK,0.0428885411,OK,1.5068981986424999
65,2.52931419202,OK,0.17617726118,OK,0.025333597700000002,OK,0.056432423334000004,OK,0.6968143685585
67,0.734362716355,OK,0.0092178828,OK,0.01750017843,OK,0.03367215765,OK,0.19868823380874998
68,0.04376738879,OK,0.0357718991,OK,0.08229019834,OK,1.2092371497,OK,0.3427666589825
70,0.12769376906000002,OK,0.9314114480200001,OK,0.5770715115,OK,3.18871828495,OK,1.2062237533825
71,0.0047715646,OK,3.116114554,OK,-1.30546961,OK,0.8340375318000001,OK,0.6623635101
72,0.01670888719,OK,0.75386070714,OK,0.15483476993,OK,0.09605262517999999,OK,0.25536424735999996
73,1.57403895674,OK,0.334806179413,OK,2.03154071256,OK,0.83866345068,OK,1.19476232484825
74,2.4065062129999997,OK,0.159364662,OK,1.539380869694,OK,0.24089676023,OK,1.086537126231
76,1.52671867999,OK,0.318939837354,OK,0.02665417985,OK,2.87067045422,OK,1.1857457878535
77,0.3491069039,OK,0.16789596419,OK,0.469199627885,OK,1.50186746867,OK,0.6220174911612499
78,0.976391126355,OK,2.24785268519,OK,3.7154239106,OK,1.8977831223400001,OK,2.20936271112125
79,0.28838892793,OK,1.8250033945,OK,0.62439480924,OK,0.16762663049999998,OK,0.7263534405425
80,0.042861787688,OK,0.00637501899,OK,0.004862101299999999,OK,0.02094578464,OK,0.018761173154500002
81,3.1874133907799997,OK,0.16513492038,OK,1.2524825043,OK,2.6662498411,OK,1.8178201641399998
82,1.632151358,OK,1.9171746517500001,OK,0.331889961,OK,1.05708791471,OK,1.234575971365
83,0.306655361175,OK,0.0028685049359999997,OK,1.746662576293,OK,1.7845333845600002,OK,0.9601799567410001
84,5.34781652409,OK,0.06823219584,OK,1.8466663521170001,OK,0.31223845388,OK,1.89373838148175
85,0.000965500542,OK,2.2900219537999997,OK,0.00402711181,OK,4.35448458792,OK,1.662374788518
86,0.07200799363,OK,5.91716465873,OK,0.7190777198,OK,2.68589170559,OK,2.3485355194375
87,0.019670984872000002,OK,2.4026465890720003,OK,0.317464948678,OK,0.48093510935,OK,0.805179407993
88,4.36979540953,OK,4.35530967302,OK,3.8481320859,OK,1.70504050356,OK,3.5695694180024997
89,0.02526295456,OK,0.002095946594,OK,0.028122292349999998,OK,1.41299990356,OK,0.367120274266
91,1.44284353562,OK,0.23154046627,OK,0.53386475345,OK,3.7587435422,OK,1.491748074385
94,0.56760665303,OK,0.008553488142,OK,1.02790327932,OK,0.01487836915,OK,0.4047354474105
95,5.346361459220001,OK,0.48471831870000004,OK,0.6761236326,OK,1.334479427527,OK,1.9604207095117503
96,2.3006685193350003,OK,0.0231429591,OK,0.011578001959999999,OK,0.46861827180000004,OK,0.70100193804875
97,0.6042697902499999,OK,1.19638189264,OK,2.61166429166,OK,2.4908603290399998,OK,1.7257940758975
98,0.1277939455,OK,0.0060521173,OK,0.13346443423,OK,0.10300599276,OK,0.0925791224475
