id,orig_CF_info,orig_issue_neutral,lex_CF_info,lex_issue_neutral,syn_CF_info,syn_issue_neutral,ctx_CF_info,ctx_issue_neutral,CF_info_mean
1,0.12888317003,OK,5.9560575151799995,OK,1.65651020517,OK,1.39075953301,OK,2.2830526058475
2,0.29876145297999995,OK,0.49585123671,OK,0.851302028,OK,0.14357773375,OK,0.4473731128599999
3,0.00037136595,OK,0.00013218853,OK,8.586065e-06,OK,0.006393011276,OK,0.0017262879552500002
4,0.03993255259,OK,0.01390804786,OK,1.523428199275,OK,0.00029032277,OK,0.39438978062375
5,4.457176e-05,OK,5.2327869999999995e-05,OK,0.0004990665739999999,OK,0.00017960869300000001,OK,0.00019389372424999997
6,3.1230146e-05,OK,0.000885753485,OK,3.635638e-05,OK,1.4675969982180002,OK,0.36713758455725004
8,0.0409446016,OK,0.137655245353,OK,0.0025348476899999996,OK,0.00030334067999999997,OK,0.04535950883075
9,0.003207664645,OK,0.0190943194,OK,0.001495213004,OK,4.38042101967,OK,1.10105455417975
10,0.09509411279999999,OK,0.024740026039999998,OK,0.2570528688,OK,0.60793388244,OK,0.24620522252
11,0.00035275614,OK,0.004887157489999999,OK,0.00016633837999999998,OK,0.06328192737,OK,0.017172044845
12,1.740402e-05,OK,0.00242246747,OK,0.602338863058,OK,0.0013653687430000001,OK,0.15153602582275
13,0.00040684114,OK,6.818467e-05,OK,4.589028200000001e-05,OK,0.00025266732800000003,OK,0.000193395855
14,0.0023797061,OK,0.0014326358549999999,OK,0.07793335064,OK,0.0012085255,OK,0.02073855452375
15,0.0102727849,OK,0.6331486623,OK,0.024929271760000003,OK,0.01791146842,OK,0.17156554684500003
16,0.009464621440000001,OK,0.00131816935,OK,0.00263039741,OK,0.0228705587,OK,0.009070936725000001
17,0.00134939004,OK,0.00026697784,OK,0.000909611688,OK,0.00096255895,OK,0.0008721346295
18,-0.00022189649999999997,OK,-0.00064167581,OK,0.013339219369999999,OK,0.00223126812,OK,0.0036767287949999996
19,5.0526369999999996e-05,OK,1.1927500000000234e-07,OK,0.00024705472,OK,0.00088431257,OK,0.00029550323375
20,0.00025157942,OK,0.00036456626,OK,0.00044388730999999997,OK,0.001240419265,OK,0.00057511306375
21,0.73530722532,OK,0.275095859863,OK,3.149480000000002e-05,OK,0.00023930794,OK,0.25266847198075
22,0.03909115953,OK,0.0026407145399999997,OK,0.00272300582,OK,0.0009888504369999999,OK,0.01136093258175
