id,original,lexical,syntactic,contextual,mean_faithfulness
1,0.5802658699139192,0.5001350300911674,0.4851967680972924,0.4851786830886191,0.5126940877977495
4,0.4251395739047774,0.4036458333333333,0.6922745283018867,0.4473989665418845,0.4921147255204705
5,0.2899369800796137,0.31215105402408994,0.4936639975122444,0.366244151128279,0.3654990456860568
6,0.3585281745998743,0.5491483210835054,0.5714194347862538,0.4889436808282757,0.4920099028244773
8,0.5449342762377913,0.6932675909550278,0.5159317481225111,0.6973251028806584,0.6128646795489971
9,0.6603693624246986,0.329577664399093,0.3533633546426619,0.3570075757575757,0.4250794893060073
10,0.2848751183712121,0.78125,0.6878393051031487,0.4524253731343283,0.5515974491521722
11,0.5299675286294098,0.48795341819755494,0.4292645579936041,0.5562425064131162,0.5008570028084213
12,0.507386357897351,0.5401092716003051,0.5206020481232505,0.4708582836037951,0.5097389903061754
13,0.58586494759658,0.4060375344942425,0.5306592136884608,0.5116776222188059,0.5085598294995223
14,0.5091042297100346,0.32579309181412053,0.5077077863730991,0.4877588151565778,0.457590980763458
15,0.7661316557467588,0.7887364548703952,0.4155955131109834,0.5267087220808595,0.6242930864522492
16,0.3851914946385626,0.410079118444797,0.3625918208797071,0.92372311827957,0.5203963880606591
17,0.6869027303754265,0.42037460483875344,0.4083795041259135,0.5969756433934477,0.5281581206833853
18,0.3757143351784088,0.5635904085549994,0.4445607791389312,0.6742255086863708,0.5145227578896776
19,0.3695460983243466,0.39721531593176557,0.5360591401607877,0.5819600265398269,0.4711951452391817
20,0.657094770253104,0.5530303891723466,0.6308684593023256,0.6712743341928626,0.6280669882301597
21,0.5170809841789337,0.5250314546857021,0.5315556227421074,0.6587735813884125,0.5581104107487889
22,0.7728586561743341,0.4326664763825248,0.5185740733560794,0.722689050429442,0.6116970640855951
23,0.6899038461538461,0.562769642371172,0.5169049667032976,0.4991101936377693,0.5671721622165212
25,0.0,0.0,0.3431762550510617,0.3663729128141088,0.1773872919662926
26,0.5036746974689441,0.5048504707463272,0.5074227121803673,0.5133823170185844,0.5073325493535558
28,0.6016853788671678,0.6884508000324886,0.591657984944213,0.6906939763268356,0.6431220350426763
29,0.4818503694581281,0.42177889444276323,0.4135950217074873,0.4398659992384878,0.4392725712117166
32,0.5808910950314233,0.47641718859227866,0.4735592429830443,0.6853350475835001,0.5540506435475616
33,0.3495590114974621,0.5519488884568069,0.5522435430782219,0.403959849327699,0.4644278230900475
34,0.5676855522143248,0.42589378661042726,0.5267890091641553,0.6849431818181818,0.5513278824517723
35,0.6592423935817883,0.5157370080568204,0.5265752312427349,0.6105023667834878,0.5780142499162079
37,0.3984642682329907,0.5873942307692307,0.5517988058595406,0.5094649550201067,0.5117805649704672
38,0.5103035515226224,0.5177113113527043,0.4324709196670248,0.5189573899555003,0.4948607931244629
39,0.5540576758147513,0.4749733556638246,0.536808311010186,0.6770178095312055,0.5607142880049918
40,0.5461852207293665,0.5540441176470589,0.2474636063389465,0.2855777295602071,0.4083176685688947
41,0.0,0.41937255859375,0.4164439074070455,0.4883767393757051,0.3310483013441251
42,0.5199908088235294,0.2513819221317497,0.7804383116883117,0.0,0.3879527606608977
43,0.4597808566353344,0.3979396748042384,0.4791005285519003,0.7140573089700997,0.5127195922403932
44,0.6459938727862189,0.34722205084133095,0.5677035447349579,0.6683066679753958,0.5573065340844758
45,0.3390733071472793,0.0,0.3753638792691252,0.2954090279472626,0.2524615535909168
48,0.5570281856171198,0.493670822093535,0.634994125785751,0.453080749080074,0.53469347064412
49,0.4523026544466539,0.517589957774922,0.2573221925453764,0.3921710775028649,0.4048464705674543
53,0.5560704426401625,0.5869583392930545,0.5286040534430904,0.0,0.4179082088440768
54,0.4573436718359179,0.49287548264661835,0.5295897465231042,0.0,0.3699522252514101
55,0.5009288214367684,0.5176458869880506,0.5108346912966847,0.499997623359447,0.5073517557702376
56,0.6798539147613348,0.669921875,0.5459209294348499,0.6822906828485077,0.6444968505111731
57,0.5455076277009444,0.0,0.6874987824644364,0.4515813907156309,0.4211469502202529
58,0.8251342173535393,0.5507981708115877,0.5119607768496194,0.5490302198001655,0.6092308462037279
60,0.6187357072155096,0.4931232704190661,0.446637260543157,0.4746566233289766,0.5082882153766773
61,0.3686301898981688,0.38130040322580644,0.4988629908957501,0.5304603255983029,0.4448134774045071
65,0.0,0.5303923670668954,0.3661563845404193,0.0,0.2241371879018286
67,0.3750216090239059,0.5684449232609238,0.439322918314279,0.412441037735849,0.4488076220837395
68,0.2518115942028985,0.44692659240925914,0.5564994306308366,0.4318383962780514,0.4217690033802614
70,0.6018197392612402,0.4911110465461738,0.2188380238042112,0.7086837550867674,0.5051131411745982
71,0.460704171736753,0.6202328920824339,0.4917409834450137,0.4946213341386484,0.5168248453507123
73,0.8241896411699793,0.4060628772786628,0.4587137318990716,0.497133675203999,0.5465249813879282
74,0.5001500213523152,0.49347495395220764,0.4969672513011703,0.5789580077231072,0.5173875585822001
76,0.5096837508821453,0.47381070529745295,0.4682031606685192,0.4676069465254718,0.4798261408433973
78,0.3144051099713812,0.5038770227686113,0.5039155500540174,0.5379439890710382,0.4650354179662621
79,0.2900258349626168,0.5099009647169123,0.4792518495510773,0.4606511976047903,0.4349574617088492
81,0.300219578217305,0.4493036857346068,0.3356006438149777,0.4244815324519116,0.3774013600547002
83,0.5519065844581738,0.45683396464646464,0.4926444355148391,0.5784375847059815,0.5199556423313647
84,0.463980761842564,0.6936136327818329,0.5000315481377624,0.4999817089008589,0.5394019129157546
86,0.6225525889654735,0.6623833636611931,0.5715351319549504,0.3713848398234993,0.5569639811012791
87,0.6300124835968486,0.6906116117594918,0.7417242353515736,0.6245855577409386,0.6717334721122131
88,0.4963539135868514,0.46225031612388917,0.437447630346599,0.5421145796227941,0.4845416099200334
89,0.3620186916378403,0.8260488158123498,0.3750511807125676,0.5222162885843096,0.5213337441867668
90,0.4699074400978084,0.44944896058647793,0.4511657278896743,0.4217282577383227,0.4480625965780708
91,0.4699610979805743,0.4759230777240853,0.5110504649251614,0.5371310178664125,0.4985164146240584
94,0.4109237356291091,0.3420969026053983,0.5952145969795763,0.6516103347473,0.4999613924903459
95,0.2293996850057218,0.36342793998847367,0.6250109870462981,0.4427105924564091,0.4151373011242256
96,0.4305833513630463,0.4207343568945539,0.859375,0.0,0.4276731770644
97,0.511904041239276,0.6186266312429795,0.615269216779286,0.4487280270946014,0.5486319790890357
99,0.456553247635381,0.0,0.3769330177760495,0.520279661399797,0.3384414817028068
