id,truthfulness_rate,truth_original,truth_neutral,truth_misconception,truth_debiasing
1,0.5204677950772114,0.5008500955258369,0.523689134278805,0.5332467850773034,0.5240851654269003
2,0.4691948064728,0.44024578246389284,0.44024578246389284,0.4981438304817071,0.4981438304817071
3,0.45574296865056885,0.44582088896590966,0.5197087281142294,0.44232766976713744,0.41511458775499877
4,0.48679376653804574,0.47984411436323177,0.47515645700799075,0.5059998284672937,0.4861746663136665
5,0.5088681835848191,0.5069340194038618,0.5076415250917121,0.5027407580285151,0.5181564318151876
6,0.4833568152519953,0.4833568152519953,0.4833568152519953,0.4833568152519953,0.4833568152519953
7,0.5269549868611566,0.5289208170919553,0.5268384252212533,0.5265435395027487,0.525517165628669
8,0.48687139546377106,0.5010659231488838,0.5396048486611479,0.4534074050225263,0.4534074050225263
9,0.5578260577299696,0.5748301168054722,0.5701016375230424,0.5661992742134102,0.5201732023779538
10,0.5061102721789938,0.5117689682886412,0.5043790412831524,0.5039140378610294,0.5043790412831524
11,0.5237855677675342,0.5113153655010342,0.5217294233267957,0.5205920771008831,0.5415054051414233
12,0.5032952676579618,0.5018414026694467,0.5030576354576448,0.5071772622117046,0.5011047702930514
13,0.5028062116315148,0.4978529868361278,0.48762446130144055,0.4978529868361278,0.5278944115523634
14,0.4970782978592869,0.49398069852849497,0.49410774270106095,0.5062440516790969,0.49398069852849497
15,0.5491088257432862,0.5659454879301988,0.5633139167649708,0.5275920025379914,0.539583895739984
16,0.4903053442239704,0.49210831498805324,0.49458423576350796,0.49210831498805324,0.48242051115626716
17,0.5357700373437997,0.5444889262299313,0.5264535366717124,0.5411767572808893,0.5309609291926658
18,0.47883854557596983,0.47883854557596983,0.47883854557596983,0.47883854557596983,0.47883854557596983
19,0.4869915520364483,0.49037028729863236,0.49037028729863236,0.44429687353784264,0.5229287600106859
20,0.49374828297102363,0.4935685516311487,0.5198178722439144,0.475518818847803,0.48608788916122836
21,0.6388127738748806,0.6388127738748806,0.6388127738748806,0.6388127738748806,0.6388127738748806
22,0.5026672103576915,0.5124476605538408,0.5027351702606262,0.48303835006245827,0.5124476605538408
23,0.4656204227645413,0.4931071595314757,0.4931071595314757,0.383160212463738,0.4931071595314757
