id,Lexical_Overlap
1,0.3947051959360144
2,0.44091382463475487
6,0.9119922969187675
7,0.3826558086320395
8,0.38579118603963325
10,0.46589543262090566
11,0.4827071984102511
12,0.36806992723708093
13,0.4935364869272915
14,0.6409506441834028
15,0.5479429417239876
16,0.3238229119808067
17,0.6169472640060877
18,0.6871354517783089
19,0.6294696969696969
20,0.39597758096775504
21,0.41183713943940226
22,0.6328400281888654
23,0.7658489658489659
24,0.5613726110599279
25,0.5818634710859972
26,0.5354103917933705
27,0.39021573911309676
28,0.41444763729246487
29,0.4870059700746883
30,0.5019086970306483
31,0.6328740226397479
32,0.4262474232117089
33,0.6201878737204825
34,0.6851190476190476
35,0.5131998081075867
36,0.6415750007018889
37,0.4399927732792264
38,0.6966708960171061
39,0.5395323956123853
41,0.5694288272530401
42,0.39297704167612446
44,0.40199398116064783
45,0.39442560292851
46,0.6385878489326765
48,0.3566161442435569
50,0.4031205586583595
51,0.23527989406657213
52,0.6193960511033682
53,0.44067858470032384
54,0.3862080805318619
55,0.35714366107644696
56,0.7762762762762763
58,0.2901581589991444
59,0.4120632227249874
63,0.44403373913469907
64,0.4482831982831983
65,0.5532969710601289
66,0.4454963475064477
67,0.5518226489902336
68,0.4913918597742127
69,0.4370292561469032
70,0.3992724262941741
71,0.35009154756831135
74,0.28532653313029915
75,0.6391747433484187
77,0.5171525823511826
78,0.30808004848702525
79,0.39795818085291773
80,0.38859047494966975
81,0.34102022529441883
82,0.4313354922050574
83,0.4893184897758069
84,0.19476597476597476
85,0.6213993834182636
86,0.5146015879882214
87,0.4118692143477945
88,0.35811579084874917
89,0.5634761749298125
90,0.6559499796728899
91,0.2759734658026583
92,0.3531561725110112
93,0.6954717545188438
95,0.8686868686868686
97,0.30488797736859746
99,0.4636633428300095
101,0.5519142104507958
102,0.3847082284625423
103,0.5758537158131478
104,0.6533124940797576
106,0.4727890649402277
107,0.450854474982382
108,0.4901166734500067
109,0.46065967283072545
110,0.34189713119290266
111,0.3867681142959201
112,0.6751194743130227
114,0.7463623771763306
117,0.5362258899859667
119,0.3904086195752862
120,0.6119178207413501
122,0.4098039027940741
123,0.6487337484231894
124,0.5810815301023379
125,0.549320951952531
126,0.42805553306121635
127,0.611558413970186
128,0.5941388432767744
130,0.7202447857935663
131,0.5451681802787872
132,0.433042883042883
133,0.47617662684730216
134,0.7342507197579661
135,0.5410325739273109
136,0.432456686378255
137,0.5574987609016646
138,0.42734470481959724
141,0.5251533766550452
142,0.5877583979328166
143,0.36963669858406706
144,0.5264409457878038
146,0.36793024227234744
148,0.5691798941798941
150,0.4936367857910411
151,0.48493286789556517
152,0.5103046594982078
154,0.5441484897282
156,0.5235008818342152
157,0.42544011544011545
159,0.6617063492063492
160,0.5127601213790473
161,0.5918349934270402
164,0.511273923444976
165,0.6172413869757323
167,0.7647374847374847
168,0.6446667106550827
169,0.4515306024387498
170,0.5810843520038922
171,0.4134860336101806
173,0.5377139009749948
174,0.27376904669263474
175,0.5578403078403078
177,0.4376856251856252
179,0.5205178773072684
180,0.39631233185346626
181,0.5076051283481624
182,0.3446674038329305
183,0.5071492704826038
184,0.35348844319432554
185,0.47702102173646893
